city,lat,lng,population,capital
Villarrica,-25.75,-56.4333,41157,admin
Ngozi,-2.9,29.8167,39884,admin
Xam Nua,20.4133,104.048,38992,admin
Ameca,20.5486,-104.0431,36156,minor
Kisii,-0.6698,34.7675,37531,admin
Kozani,40.3007,21.789,41066,admin
Malbork,54.0285,19.0444,38895,minor
Oshakati,-17.8,15.6833,39679,admin
Panaji,15.48,73.83,40017,admin
Famagusta,35.1167,33.95,40920,admin
Romblon,12.5789,122.2747,40554,admin
Puerto Francisco de Orellana,-0.4625,-76.9842,40730,admin
Zacatlan,19.9319,-97.96,33736,minor
Shengli,37.9842,106.1967,36937,minor
Cananea,30.9819,-110.3006,38113,minor
Al Bayda',13.979,45.574,37821,admin
Samkir,40.8297,46.0189,40600,admin
Chartres,48.456,1.484,38426,minor
Parnu,58.3844,24.4989,39438,admin
Dun Dealgan,54.009,-6.4049,39004,admin
Mariano Escobedo,18.9167,-97.1333,37285,minor
Bjelovar,45.8989,16.8422,40276,admin
Yambio,4.5705,28.4163,40382,admin
Bouar,5.95,15.6,40353,admin
Montana,43.4055,23.2242,40295,admin
El Golea,30.6,2.9,40195,admin
Swords,53.4597,-6.2181,36924,admin
Inongo,-1.94,18.28,40113,admin
Villefranche-sur-Saone,45.9833,4.7167,36288,minor
Retalhuleu,14.5333,-91.6833,40000,admin
Chachoengsao,13.6903,101.0703,39570,admin
Phonsavan,19.45,103.2,37507,admin
Xacmaz,41.4681,48.8028,39900,admin
Brcko,44.8783,18.8092,39893,admin
Targovishte,43.2414,26.5719,39874,admin
Koumra,8.9,17.55,39852,admin
Surin,14.8864,103.4932,39728,admin
Jordan,10.6,122.6,39566,admin
Massawa,15.6,39.4333,39758,admin
Santa Elena,-2.2267,-80.8583,39681,admin
Mochudi,-24.4167,26.15,39700,admin
Sopot,54.4419,18.5478,37457,minor
Touggourt,33.1,6.0667,39409,admin
Miahuatlan de Porfirio Diaz,16.3283,-96.5961,35517,minor
Florida,-34.1,-56.2167,33639,admin
Celje,46.2291,15.2641,37872,admin
L'Hay-les-Roses,48.78,2.3374,31417,minor
Panuco,22.05,-98.1833,33122,minor
Agcabadi,40.0489,47.4502,39200,admin
Annapolis,38.9706,-76.5047,39223,admin
Durazno,-33.3833,-56.5167,34368,admin
Tromso,69.6546,18.9637,38980,admin
Zinacantan,16.7601,-92.7236,36489,minor
Frankfort,38.1924,-84.8643,38852,admin
Esch-sur-Alzette,49.4969,5.9806,36228,admin
Tuyen Quang,21.8281,105.2156,36430,admin
Vrilissia,38.0391,23.8378,30741,minor
Palaiseau,48.7145,2.2457,35590,minor
Ha Giang,22.8233,104.9836,38362,admin
Barda,40.3831,47.1186,38500,admin
Kline,42.6167,20.5667,38496,admin
Bucha,50.5464,30.235,35162,minor
Tomatlan,19.9333,-105.2333,35824,minor
Escuinapa,22.9822,-105.7031,30790,minor
Choybalsan,48.0706,114.5228,38150,admin
Tenosique,17.4756,-91.4225,32415,minor
Am-Timan,11.0333,20.2833,38261,admin
Trujillo,9.3658,-70.4369,38110,admin
Kranj,46.2389,14.3556,37941,admin
Brzeg,50.8667,17.4833,35890,minor
Kikinda,45.8244,20.4592,38065,admin
La Huacana,18.9625,-101.8069,34243,minor
Ali Sabieh,11.1558,42.7125,37939,admin
Paphos,34.7761,32.4265,35961,admin
Karonga,-9.9329,33.9333,34207,admin
Reforma,17.8658,-93.1472,29018,minor
Kajaani,64.225,27.7333,37622,admin
Salto del Guaira,-24.02,-54.34,37600,admin
Villagran,20.517,-100.983,27079,minor
Soteapan,18.2333,-94.8667,35155,minor
Schaffhausen,47.6965,8.6339,36587,admin
Nanchital de Lazaro Cardenas del Rio,18.0667,-94.4167,30039,minor
Tozeur,33.9197,8.1336,37365,admin
Thonon-les-Bains,46.3627,6.475,35241,minor
`Ataq,14.55,46.8,37315,admin
Bossangoa,6.4833,17.45,36478,admin
Abasolo,20.4511,-101.5289,27389,minor
Putla Villa de Guerrero,17.0321,-97.9293,32640,minor
Prijepolje,43.5439,19.6514,37059,admin
Al Qunaytirah,33.1256,35.8239,37022,admin
Chaiyaphum,15.8056,102.0311,36923,admin
Falun,60.613,15.647,36477,admin
Ometepec,16.6833,-98.4167,30271,minor
Parras de la Fuente,25.4403,-102.1792,33817,minor
Ratchaburi,13.5367,99.8169,36339,admin
Paso del Macho,18.9667,-96.7167,31890,minor
Paso de Ovejas,19.285,-96.44,33392,minor
Karlskrona,56.1611,15.5881,35212,admin
Zapotiltic,19.627,-103.417,29190,minor
Ebebiyin,2.15,11.3167,36565,admin
Calpulalpan,19.5869,-98.5683,33263,minor
Goycay,40.6553,47.7389,36200,admin
Chur,46.8521,9.5297,35038,admin
Adjumani,3.3614,31.8097,34700,admin
San Juan Evangelista,17.8833,-95.1333,33929,minor
Amecameca de Juarez,19.1238,-98.7665,31687,minor
Krong Kep,10.4833,104.3167,35990,admin
Kamenice,42.5839,21.575,36085,admin
Byumba,-1.5794,30.0694,34544,admin
Roanne,46.0367,4.0689,34004,minor
Bartin,41.6344,32.3375,35992,admin
Viborg,56.4333,9.4,34831,admin
Gostivar,41.8,20.9167,35847,admin
Beja,38.0156,-7.8653,35854,admin
Agen,44.2049,0.6212,33012,minor
Vrsac,45.1206,21.2986,35701,admin
Maassluis,51.9189,4.2567,32768,minor
Chuhuiv,49.8353,36.6756,33144,minor
Usak,38.6833,29.4,35517,admin
Aosta,45.7372,7.3206,34082,admin
Timbuktu,16.7733,-2.9994,35330,admin
Pabellon de Arteaga,22.15,-102.2667,28633,minor
Talas,42.5184,72.2429,35172,admin
Roi Et,16.0533,103.6513,35219,admin
Taibao,23.45,120.3333,35000,admin
Lahij,13.05,44.8833,30661,admin
Gisborne,-38.6625,178.0178,34527,admin
Braganca,41.8,-6.75,35341,admin
Catemaco,18.4167,-95.1167,27615,minor
Phatthalung,7.6178,100.0778,35039,admin
Neuchatel,46.9903,6.9306,33475,admin
Papendrecht,51.8333,4.6833,32290,minor
Santa Cruz del Quiche,15.05,-91.25,35000,admin
Luebo,-5.3495,21.41,35183,admin
Bria,6.5369,21.9919,35204,admin
Magdalena de Kino,30.6167,-111.05,30429,minor
Bussum,52.2733,5.1611,32410,minor
Maidan Shahr,34.3972,68.8697,35008,admin
Nea Filadelfeia,38.035,23.7381,25734,minor
Marijampole,54.5567,23.3544,34968,admin
San Pedro de Ycuamandiyu,-24.1,-57.0833,35021,admin
Dikhil,11.1086,42.3667,35000,admin
Ocotal,13.6333,-86.4833,34580,admin
Kampong Thom,12.7,104.9,31871,admin
Ciudad Sabinas Hidalgo,26.5,-100.1833,32047,minor
Naryn,41.4333,76,34822,admin
Jacmel,18.235,-72.537,33563,admin
Escarcega,18.6067,-90.7344,29477,minor
Busia,0.4608,34.1108,30777,admin
Kalasin,16.4333,103.5,34437,admin
Huatabampo,26.8275,-109.6422,30324,minor
Silistra,44.1092,27.2654,34473,admin
Swakopmund,-22.6667,14.5333,34300,admin
Homa Bay,-0.5167,34.45,32174,admin
Azogues,-2.7333,-78.8333,33848,admin
Lens,50.4322,2.8333,31606,minor
Fushe Kosove,42.63,21.12,33997,admin
Bor,44.1303,22.1036,34159,admin
Uttaradit,17.6256,100.0942,33930,admin
Nykoping,58.7582,17.0185,33916,admin
Zumpango del Rio,17.65,-99.5,24719,minor
Shariff Aguak,6.8647,124.4417,33982,admin
Zhaoyu,37.3512,112.3193,31685,minor
Kampong Speu,11.452,104.519,33231,admin
Kakata,6.53,-10.3517,33945,admin
Ventspils,57.3897,21.5644,33372,admin
Hendrik-Ido-Ambacht,51.85,4.63,30966,minor
Koh Kong,11.6167,102.9833,33591,admin
Chumphon,10.4939,99.18,33516,admin
Cabarroguis,16.5833,121.5,33533,admin
Bilwi,14.05,-83.3833,33600,admin
Kericho,-0.3692,35.2839,30023,admin
Mandera,3.9167,41.8333,30433,admin
Masindi,1.6744,31.715,31486,admin
Sisak,45.4872,16.3761,33322,admin
Birkirkara,35.9,14.4667,24356,admin
Kyrenia,35.3403,33.3192,33207,admin
Juticalpa,14.6664,-86.2186,33260,admin
Lovech,43.1348,24.7115,33195,admin
Mukdahan,16.5431,104.7228,33102,admin
Perigueux,45.1929,0.7217,30060,minor
Razgrad,43.5409,26.5288,33034,admin
Timimoun,29.25,0.2333,33060,admin
Amasya,40.65,35.8333,32900,admin
Pilar,-26.8569,-58.3039,32810,admin
Harper,4.3754,-7.717,32661,admin
Santiago Sacatepequez,14.653,-90.6524,30747,minor
Krimpen aan den IJssel,51.92,4.6,29376,minor
Kitui,-1.3667,38.0167,29062,admin
Salgotarjan,48.0853,19.7867,32304,admin
I-n-Salah,27.1936,2.4606,32518,admin
Mazeikiai,56.3111,22.3361,32477,admin
Soledad de Doblado,19.0447,-96.4233,27770,minor
Leticia,-4.215,-69.9411,32450,admin
Yverdon-les-Bains,46.7785,6.6408,30157,minor
Bangassou,4.737,22.819,31453,admin
Chachapoyas,-6.2167,-77.85,32026,admin
Rumbek,6.8,29.6833,32083,admin
El Salto,23.7823,-105.3585,24241,minor
Boende,-0.2817,20.8806,32091,admin
Kartal,40.9108,29.1617,20139,minor
Chon Buri,13.3611,100.985,29961,admin
Juneau,58.4546,-134.1739,31974,admin
Zug,47.1681,8.5169,30542,admin
Molde,62.7333,7.1833,31870,admin
Pallisa,1.145,33.7094,30745,admin
Jeremie,18.6339,-74.1184,30917,admin
Gizycko,54.04,21.7589,29642,minor
Babati,-4.2117,35.7475,30975,admin
Contla,19.3333,-98.1667,27610,minor
Champoton,19.35,-90.7167,26636,minor
Banqiao,25.0143,121.4672,,admin
Zaqatala,41.6336,46.6433,31300,admin
Imisli,39.8697,48.06,31310,admin
San Fernando,24.8504,-98.16,29171,minor
Szekszard,46.3558,18.7039,30963,admin
Castanos,26.7833,-101.4167,27314,minor
Wete,-5.0567,39.7281,26450,admin
Diemen,52.3439,4.9625,29196,minor
Pefki,38.0667,23.8,21415,minor
Tuxpan,19.5661,-100.4625,27371,minor
Nebbi,2.4758,31.1025,30354,admin
Cuilapa,14.2783,-90.2992,30951,admin
Diffa,13.3171,12.6089,30988,admin
Dieppe,49.92,1.08,28561,minor
Ixhuatlancillo,18.9,-97.15,24896,minor
Ungheni,47.2042,27.7958,30804,admin
Tripoli,37.5083,22.375,30866,admin
Cakovec,46.3833,16.4333,30455,admin
Soissons,49.3817,3.3236,28522,minor
Bregenz,47.505,9.7492,29806,admin
Avellaneda,-34.6625,-58.3678,24313,minor
Jamay,20.2944,-102.7097,24753,minor
Tuxpan,21.8667,-105.45,26115,minor
Krabi,8.0592,98.9189,30499,admin
Asosa,10.067,34.5333,30512,admin
Ketrzyn,54.0833,21.3833,27827,minor
Salyan,39.5961,48.9847,30396,admin
Frontera,18.5336,-92.6469,22795,minor
Mount Hagen,-5.8667,144.2167,29765,admin
Los Reyes de Juarez,18.9267,-97.7983,27454,minor
Nogales,18.8167,-97.1667,21113,minor
Mutsamudu,-12.1675,44.3939,30000,admin
Cahul,45.9075,28.1944,30018,admin
Heemstede,52.3528,4.62,27286,minor
Otjiwarongo,-20.4642,16.6528,28249,admin
Trujillo,15.9167,-86,30000,admin
Sai Mai,13.8882,100.462,23316,minor
Subotica,46.0983,19.67,29919,admin
Treinta y Tres,-33.2308,-54.3822,25477,admin
La Union,13.3369,-87.8439,29733,admin
Stung Treng,13.5259,105.9683,29665,admin
Tralee,52.2675,-9.6962,26384,admin
Miahuatlan,18.5667,-97.4333,25228,minor
Colonia del Sacramento,-34.4714,-57.8442,26231,admin
Lamu,-2.262,40.9197,24525,admin
Doba,8.65,16.85,29597,admin
Agdas,40.65,47.4833,29600,admin
Katima Mulilo,-17.5,24.2667,28699,admin
Bac Kan,22.1514,105.8377,29227,admin
Backa Palanka,45.2506,19.3886,29449,admin
Chalatenango,14.0333,-88.9333,29271,admin
Linden,6,-58.3,29298,admin
Khorugh,37.4917,71.5575,28098,admin
Rocha,-34.4833,-54.35,25422,admin
Santa Barbara,14.9167,-88.2333,29283,admin
Kamphaeng Phet,16.4811,99.5222,29178,admin
Hillerod,55.9333,12.3167,28313,admin
Rafael Delgado,18.8167,-97.0667,23112,minor
Leiderdorp,52.1617,4.5283,27109,minor
Siquijor,9.215,123.514,28915,admin
Penonome,8.51,-80.36,28766,admin
Hunucma,21.0153,-89.8744,24910,minor
Samut Songkhram,13.4097,100.0017,28493,admin
Vichy,46.1278,3.4267,24854,minor
Corum,40.5489,34.9533,28879,admin
Manga,11.6667,-1.0667,28612,admin
Altepexi,18.3676,-97.3004,21100,minor
Buri Ram,14.9942,103.1022,28613,admin
Olgiy,48.9656,89.9632,28496,admin
Tixtla de Guerrero,17.5667,-99.4,21720,minor
Mendefera,14.8833,38.8167,28492,admin
Smolyan,41.5753,24.7128,28541,admin
Dunleary,53.3,-6.14,23857,admin
Oegstgeest,52.1667,4.4667,24426,minor
Koulikoro,12.8833,-7.55,23919,admin
Kocani,41.9167,22.4125,28330,admin
Cartago,9.8667,-83.9167,22775,admin
Rezekne,56.5067,27.3308,26839,admin
Mitu,1.2503,-70.235,28382,admin
Popondetta,-8.7656,148.2347,28198,admin
Alencon,48.4306,0.0931,25775,minor
Kathu,7.9112,98.3475,26078,minor
Ouesso,1.6167,16.05,28179,admin
Mytilini,39.1047,26.5536,27871,admin
Hamar,60.7944,11.0678,27947,admin
Renens,46.5353,6.5897,20927,minor
Lobatse,-25.2167,25.6667,26900,admin
Cheran,19.6833,-101.95,19081,minor
Sombrerete,23.6333,-103.6397,21702,minor
Bethune,50.5303,2.6408,25193,minor
Bongor,10.2806,15.3722,27770,admin
Mongo,12.1837,18.7,27763,admin
Koper,45.5475,13.7307,25753,admin
Batman,37.8833,41.1333,26730,admin
Chapala,20.2933,-103.1897,21596,minor
Voorschoten,52.125,4.445,25479,minor
Velenje,46.3667,15.1167,25594,admin
Rize,41.0167,40.5167,26989,admin
Shtime,42.4333,21.0333,27324,admin
Ciudad Altamirano,18.3583,-100.6667,24533,minor
Arar,30.9833,41.0167,27449,admin
Al Ghayzah,16.2394,52.1638,27404,admin
Cerro Azul,21.2,-97.7331,23573,minor
Sliema,35.9122,14.5042,16854,admin
San Buenaventura,27.0625,-101.5467,23413,minor
Sensuntepeque,13.8667,-88.6333,26989,admin
Siliana,36.0819,9.3747,26960,admin
Catio,11.2833,-15.25,26999,admin
Carlos A. Carrillo,18.3667,-95.75,24565,minor
Texistepec,17.9,-94.8167,20887,minor
Koscian,52.0833,16.65,24086,minor
Nola,3.5337,16.0666,26809,admin
Farafangana,-22.8166,47.8332,24764,minor
Bayanhongor,46.1944,100.7181,26252,admin
Cazones de Herrera,20.7,-97.3,23675,minor
Blenheim,-41.5167,173.95,26400,admin
Voinjama,8.4167,-9.75,26594,admin
Nakhon Phanom,17.4069,104.7808,26437,admin
Heroica Ciudad de Tlaxiaco,17.2077,-97.6798,21391,minor
Utena,55.5,25.6028,26491,admin
Rodez,44.3506,2.575,24319,minor
Jonava,55.0722,24.2806,26427,admin
Suphan Buri,14.4675,100.1169,26164,admin
Mendi,-6.1478,143.6572,26252,admin
Dongola,19.1666,30.4833,26404,admin
Ulaangom,49.9754,92.0661,26319,admin
Rivas,11.4333,-85.8333,26046,admin
Bang Sao Thong,13.5812,100.7957,23630,minor
Torcy,48.8502,2.6508,22361,minor
Atoyac de Alvarez,17.2,-100.4333,20515,minor
Bajina Basta,43.9731,19.5597,26022,admin
Ennis,52.8463,-8.9807,24253,admin
Hovd,48.0167,91.5667,26023,admin
Krathum Baen,13.6519,100.2572,21904,minor
Calilabad,39.2042,48.4958,25846,admin
Amnat Charoen,15.8758,104.6223,25858,admin
El Tarf,36.7669,8.3136,25594,admin
Nar'yan-Mar,67.6378,53.0067,24775,admin
Kerkyra,39.6239,19.9214,24838,admin
Kanchanaburi,14.0194,99.5311,25651,admin
Santiago Ixcuintla,21.811,-105.2079,18365,minor
Svay Rieng,11.0833,105.8,23956,admin
Zwedru,6.0704,-8.13,25678,admin
Tipasa,36.5942,2.443,25225,admin
Fray Bentos,-33.1333,-58.3,24406,admin
Siirt,37.8417,41.9458,25480,admin
Visby,57.629,18.3071,24942,admin
Puyo,-1.483,-77.987,24881,admin
Chocaman,19.0122,-97.0328,21102,minor
Heredia,9.9985,-84.1169,18988,admin
Chiconcuac,19.55,-98.9,19656,minor
Tlacolula de Matamoros,16.9542,-96.4792,22545,minor
Lambarene,-0.6883,10.2319,25310,admin
Ojinaga,29.5644,-104.4164,22744,minor
Mohale's Hoek,-30.159,27.48,24992,admin
Vukovar,45.35,19.0033,24938,admin
Wewak,-3.55,143.6333,25143,admin
Tbeng Meanchey,13.8167,104.9667,24380,admin
Szczytno,53.5628,20.9853,22813,minor
Sirnak,37.5164,42.4611,25059,admin
Bartoszyce,54.2535,20.8082,22984,minor
Kaga Bandoro,7.0006,19.1808,24661,admin
Coquimatlan,19.2038,-103.8086,19385,minor
Portalegre,39.3167,-7.4167,24930,admin
Degollado,20.4667,-102.15,21226,minor
Valle Nacional,17.7667,-96.3,22699,minor
Novo Mesto,45.7981,15.1628,24183,admin
Cotija de la Paz,19.81,-102.7047,19018,minor
Fortin de las Flores,18.9,-97,21370,minor
Dongta,38.0824,106.339,22040,minor
Suhbaatar,50.2364,106.2064,24235,admin
Rawson,-43.3,-65.1,24616,admin
Baalbek,34.0061,36.2086,24000,admin
Lop Buri,14.8,100.6269,24166,admin
Allende,28.3333,-100.8333,21376,minor
Carlow,52.8306,-6.9317,24272,admin
Sao Joao da Madeira,40.9,-8.5,21713,minor
Fatick,14.3167,-16.4167,24243,admin
Chanthaburi,12.6086,102.1039,23835,admin
Baabda,33.8333,35.5333,9000,admin
Gjirokaster,40.0758,20.1389,23437,admin
Agri,39.7225,43.0544,24168,admin
Valmiera,57.5381,25.4231,22971,admin
Vrbas,45.5697,19.6378,24112,admin
Bontoc,17.0872,120.9756,24104,admin
Atar,20.5167,-13.05,24021,admin
Al Jawf,24.2167,23.3,24132,admin
Kirklareli,41.7347,27.2253,24004,admin
Kibaha,-6.7586,38.9289,23050,admin
Mecayapan,18.2167,-94.8333,17312,minor
Owando,-0.4833,15.9,23952,admin
Guaranda,-1.6056,-79.0031,23874,admin
Nkhata Bay,-11.6333,34.3,22108,admin
Satun,6.6147,100.0681,23612,admin
Phetchaburi,13.1119,99.9458,23235,admin
Bayburt,40.2546,40.226,23690,admin
Ciudad Miguel Aleman,26.4003,-99.0253,19998,minor
Kastamonu,41.3833,33.7833,23485,admin
At Tafilah,30.8375,35.6044,23512,admin
Tena,-0.989,-77.8159,23307,admin
Naas,53.2158,-6.6669,21393,admin
Hidalgotitlan,17.7833,-94.6333,19587,minor
Mosta,35.9,14.4333,20241,admin
Kayanza,-2.9167,29.6167,21767,admin
Ogre,56.8169,24.6047,22978,admin
Aarau,47.3923,8.0446,21268,admin
Canakkale,40.15,26.4,22789,admin
Zimatlan de Alvarez,16.8667,-96.7833,19849,minor
Tepatlaxco,19.0667,-97.9667,17472,minor
Moyo,3.6504,31.72,22434,admin
Bilasuvar,39.4481,48.5428,22800,admin
Phra Pradaeng,13.659,100.5329,10190,minor
Mzimba,-11.9,33.6,19308,admin
Sibiti,-3.6819,13.3498,22811,admin
Sibut,5.7378,19.0867,22419,admin
Savanna-la-Mar,18.2167,-78.1333,22600,admin
Madingou,-4.1536,13.55,22760,admin
Mulanje,-16.0333,35.5,20870,admin
Jose Cardel,19.3667,-96.3667,19341,minor
Kedainiai,55.2833,23.9667,22682,admin
Kayunga,0.7025,32.8886,21704,admin
Jekabpils,56.4975,25.8664,21629,admin
Modling,48.0856,16.2831,20555,minor
Burdur,37.7167,30.2833,22489,admin
Bafata,12.1719,-14.6575,22501,admin
Mapastepec,15.4417,-92.8917,17931,minor
Saint Paul's Bay,35.9483,14.4017,21046,admin
Phichit,16.4431,100.3467,22299,admin
Mouila,-1.8667,11.055,22469,admin
Artashat,39.9539,44.5506,21300,admin
Aldama,28.8386,-105.9111,18642,minor
Loei,17.4853,101.7307,22339,admin
Al Bahah,20.0129,41.4677,21983,admin
Nsanje,-16.9167,35.2667,21774,admin
Adiyaman,37.7644,38.2763,22153,admin
Mbaiki,3.8833,18,22166,admin
Tatahuicapan,18.25,-94.7667,15614,minor
Soroca,48.1558,28.2975,22196,admin
Fgura,35.8725,14.5228,11670,admin
Ayutla de los Libres,16.9,-99.2167,15370,minor
Wexford,52.3342,-6.4575,20188,admin
Sao Filipe,14.8951,-24.5004,22227,admin
Uliastay,47.7428,96.8433,22006,admin
Phetchabun,16.4169,101.1533,22121,admin
Caacupe,-25.387,-57.14,21696,admin
Kilkenny,52.6477,-7.2561,22179,admin
Acala,16.5533,-92.8069,15001,minor
Mocoa,1.1492,-76.6464,22035,admin
Telsiai,55.9833,22.25,22039,admin
Ashtarak,40.2975,44.3617,21600,admin
Mchinji,-13.8167,32.9,18305,admin
Ghat,24.9611,10.175,22000,admin
Isparta,37.7667,30.55,21406,admin
Al Karak,31.1833,35.7,21678,admin
Coalcoman de Vazquez Pallares,18.7833,-103.1667,18444,minor
Goroka,-6.0833,145.3833,21507,admin
Yalova,40.6556,29.275,20707,admin
Moulins,46.5647,3.3325,19563,minor
Bolu,40.7333,31.6,21700,admin
Ijevan,40.8792,45.1472,20509,admin
Nigde,37.9667,34.6792,21663,admin
Nong Bua Lamphu,17.2042,102.4444,21528,admin
Bozoum,6.3172,16.3783,20665,admin
Taurage,55.2514,22.2903,21516,admin
Maralal,1.1,36.7,20841,admin
Virovitica,45.8333,17.3833,21291,admin
San Francisco,13.7,-88.1,21049,admin
Nevsehir,38.625,34.7122,21121,admin
Giresun,40.9,38.4167,20914,admin
Senguio,19.7539,-100.3377,19146,minor
Le Raincy,48.8992,2.5231,14708,minor
Ukmerge,55.2667,24.75,21226,admin
Tecpan de Galeana,17.25,-100.6833,14638,minor
Obock,11.9667,43.2833,21200,admin
Pajapan,18.2667,-94.6833,17480,minor
Orhei,47.3831,28.8231,21065,admin
La Esperanza,14.3,-88.1833,21000,admin
Luena,-11.79,19.9,21115,admin
Dispur,26.15,91.77,16140,admin
El Rosario,22.9922,-105.8572,16001,minor
Impfondo,1.6333,18.0667,20859,admin
Gavarr,40.3589,45.1267,20765,admin
Quba,41.3653,48.5264,20791,admin
Canelones,-34.5228,-56.2778,19865,admin
Ismayilli,40.7839,48.1439,20660,admin
Ati,13.2139,18.3403,20695,admin
Nan,18.7893,100.7766,20595,admin
Cuprija,43.9231,21.3686,20585,admin
Yasothon,15.7972,104.1431,20414,admin
Zaghouan,36.4028,10.1433,20387,admin
Bubanza,-3.0833,29.4,20031,admin
Somoto,13.4833,-86.5833,20300,admin
Senta,45.9314,20.09,20302,admin
Agsu,40.5708,48.3928,20200,admin
Agstafa,41.1167,45.45,20200,admin
Comrat,46.3003,28.6572,20113,admin
Guastatoya,14.8539,-90.0686,20050,admin
Tecuala,22.4004,-105.46,14921,minor
Qormi,35.8794,14.4722,16779,admin
Chitipa,-9.7024,33.2697,13412,admin
Arvayheer,46.2639,102.775,20000,admin
Ciudad de Huitzuco,18.3,-99.35,16025,minor
Tepoztlan,18.9853,-99.0997,14130,minor
Tlaxcala,19.3169,-98.2382,14692,admin
Santiago Tulantepec,20.0397,-98.3575,16078,minor
Hakha,22.65,93.6167,20000,admin
Ulcinj,41.9236,19.2056,19921,admin
Tidjikja,18.55,-11.4166,19981,admin
Ciudad Guadalupe Victoria,24.4497,-104.1225,16506,minor
Attapu,14.8,106.8333,19200,admin
Saynshand,44.8917,110.1367,19891,admin
Kapsabet,0.2,35.1,17918,admin
Kavieng,-2.5667,150.8,19849,admin
Sligo,54.2667,-8.4833,19199,admin
Inirida,3.8708,-67.9211,19816,admin
Ciudad Hidalgo,14.6792,-92.1497,14606,minor
Cardenas,22.0103,-99.6522,15331,minor
Faranah,10.0404,-10.75,19469,admin
Lezhe,41.7805,19.6434,15510,admin
Telavi,41.9167,45.4833,19629,admin
Lons-le-Saunier,46.6744,5.5539,17320,minor
La Cruz,23.9214,-106.8919,15657,minor
Mubende,0.5904,31.37,18936,admin
Solothurn,47.2081,7.5375,16777,admin
Grajales,19.25,-97.7833,14159,minor
Lai,9.4,16.3,19382,admin
Son La,21.327,103.9141,19054,admin
Budva,42.2847,18.8453,19218,admin
Tchibanga,-2.9331,10.9831,19365,admin
Macas,-2.3,-78.1167,18984,admin
Tillaberi,14.212,1.4531,19262,admin
Ban Houayxay,20.2833,100.4167,17687,admin
Pljevlja,43.3566,19.3502,19136,admin
Pakwach,2.45,31.5,17541,admin
Tlaltetela,19.3167,-96.9,15818,minor
Ribeira Grande,17.1833,-25.0667,18890,admin
Mao,14.1194,15.3133,19004,admin
Lagawe,16.8167,121.1,18876,admin
Paraguari,-25.62,-57.16,18881,admin
Loreto,26.0128,-111.3433,14724,minor
Hun,29.1167,15.9333,18878,admin
Kimbe,-5.55,150.143,18847,admin
Dong Ha,16.8056,107.0906,17662,admin
Oteapan,18,-94.6667,16222,minor
Visaginas,55.6,26.4333,18514,admin
Huixcolotla,18.9219,-97.7708,14810,minor
Mansa Konko,13.3773,-15.6786,18672,admin
Rwamagana,-1.9525,30.4378,18009,admin
Harnosand,62.6323,17.9379,18502,admin
Hinche,19.143,-72.004,18590,admin
Bitlis,38.4,42.1167,18684,admin
